名称,省,市,县,地址,介绍,985,211,软科排名,学校类型,学校属性,特色专业,2021分数线,2020分数线,2019分数线
天津医学高等专科学校,天津,天津市,河西区,天津市河西区柳林路14号,天津医学高等专科学校始建于1908年，是天津市唯一一所医学类高等专科院校，学校是全国百所“国家示范性”高等职业院校，于2019年底被评为“中国特色高水平高职学校和专业建设计划”高水平学校建设单位，成为双高校中唯一一所卫生类学校。学校坐落在天津市河西区柳林风景区，环境优美，交通便捷。现有护理等19个专业，面向全国招生，在校生7400余人。近年来，学生就,否,否,,医药类,公办,"['护理', '临床医学', '中药学', '医学影像技术', '医学营养', '针灸推拿', '康复治疗技术', '医学检验技术', '药学', '药品经营与管理']", 文科：497.00 理科：350.00 , 文科：479.00 理科：373.00 , 文科：484.00 理科：368.00 
安阳工学院,河南,安阳市,,河南省安阳市黄河大道西段,安阳工学院坐落于历史文化名城、中国八大古都之一的河南省安阳市。安阳位于晋冀豫交汇处，西依太行、东临沃野、南望河洛、北联京畿，交通便利，京广铁路、京广高铁、京港澳高速公路贯穿南北，长兖铁路、南长高速公路横跨东西。安阳是甲骨文的故乡、《周易》发祥地、岳飞故里，是曹操高陵、人工天河红旗渠和中国文字博物馆所在地，文化底蕴深厚。安阳工学院是,否,否,480,理工类,公办,"['土木工程', '市场营销', '知识产权', '社会工作', '英语', '电子商务', '商务英语', '会计学', '商务英语（民航服务英语方向）', '国际经济与贸易']", 文科：540.00 理科：453.00 , 文科：519.00 理科：501.00 , 文科：511.00 理科：483.00 
河南师范大学,河南,新乡市,,河南省新乡市建设东路46号,河南师范大学位于豫北名城新乡市，北依巍巍太行，南濒滔滔黄河，坐落在广袤的牧野大地、美丽的卫水之滨。学校是国家中西部高等教育振兴计划支持高校、国家“111计划”实施高校、河南省人民政府与教育部共建高校、教育部本科教学工作水平评估优秀学校和河南省特色骨干大学，三度蝉联全国文明单位，入选第二届全国文明校园。学校历史底蕴深厚，办学资源丰富。学,否,否,128,师范类,公办,"['环境科学', '环境工程', '物理学', '生物科学', '化学', '公共事业管理', '经济学', '法语', '运动人体科学', '运动训练']", 文科：579.00 理科：523.00 , 文科：548.00 理科：529.00 , 文科：552.00 理科：495.00 
中国石油大学（北京）,北京,北京市,昌平区,北京市昌平区府学路18号,中国石油大学（北京）一校两地（北京、克拉玛依），北京昌平校区坐落在风景秀丽的军都山南麓，北京校区校园占地面积700余亩；克拉玛依校区位于新疆维吾尔自治区克拉玛依市，校园占地面积7000余亩。学校是一所石油特色鲜明、以工为主、多学科协调发展的教育部直属的全国重点大学。1997年，学校首批进入国家“211工程”建设高校行列；2006年，成为国家“优势学科创新,否,是,48,理工类,公办,"['石油工程', '化学工程与工艺', '英语', '环境科学', '海洋油气工程', '能源化学工程', '能源经济', '油气储运工程', '市场营销', '机械设计制造及其自动化']", 文科：617.00 理科：591.00 , 理科：611.00 文科：592.00 , 文科：601.00 理科：580.00 
华北电力大学,北京,北京市,昌平区,北京市昌平区回龙观北农路2号,华北电力大学是教育部直属全国重点大学，是国家“211工程”和“985工程优势学科创新平台”重点建设大学。2017年，学校进入国家“双一流”建设高校行列，重点建设能源电力科学与工程学科群，全面开启了建设世界一流学科和高水平研究型大学的新征程。学校1958年创建于北京，原名北京电力学院。学校长期隶属于国家电力部门管理。2003年，学校划转教育部管理，现由国家,否,是,76,理工类,公办,"['电气工程及其自动化', '核工程与核技术', '自动化', '工商管理', '电子科学与技术', '电子信息工程', '通信工程', '智能电网信息工程', '材料科学与工程', '计算机科学与技术']", 文科：623.00 理科：616.00 , 理科：633.00 文科：597.00 , 理科：603.00 文科：603.00 
中国地质大学（北京）,北京,北京市,海淀区,北京市海淀区学院路29号,中国地质大学（北京）坐落于名校荟萃的北京海淀区学院路，是享誉海内外的著名高等学府。学校是教育部直属并与自然资源部共建的全国重点大学，2017年进入国家“双一流”大学建设行列。中国地质大学（北京）1952年由北京大学、清华大学、天津大学和唐山铁道学院等院校的地质系（科）合并组建的北京地质学院发展而成，是一所特色鲜明、底蕴深厚的大学。1970年迁校，19,否,是,70,理工类,公办,"['石油工程', '地质学', '资源勘查工程（新能源地质与工程）', '资源勘查工程（能源）', '水文与水资源工程', '地理信息科学', '地质工程', '地质学（地质地球物理复合）', '资源勘查工程（固体矿产）', '地球化学']", 文科：620.00 理科：598.00 , 理科：617.00 文科：593.00 , 理科：584.00 
北京科技经营管理学院,北京,北京市,昌平区,北京市昌平区沙河镇顺沙路6号院,北京科技经营管理学院前身是于1985年5月18日创建的中国科技经营管理大学，2001年4月5日，经国家教育部批准更名为北京科技经营管理学院，是具有国家高等学历教育计划内全国统一招生资格的全日制民办普通高等职业院校。学校在建校过程中得到了党中央、教育部、市教委等各级领导和部门的大力支持，老一辈的无产阶级革命家王首道曾担任学校名誉校长。学校坐落于北京市,否,否,,财经类,民办,"['建筑工程技术', '现代文秘', '大数据与会计', '飞机机电设备维修', '戏剧影视表演', '计算机应用技术（电子竞技运动）', '早期教育（国际早教）', '工商企业管理（工商管理）', '艺术设计（传媒艺术与设计）（人物造型设计）', '早期教育（国际早教)']", 理科：378.00 文科：288.00 ,,
北京经贸职业学院,北京,北京市,房山区,北京房山区良乡长虹东路高教园区,北京经贸职业学院位于北京良乡高教园区，是经北京市人民政府批准，国家教育部备案，具有独立颁发高等教育学历证书资格的民办普通高等职业院校。现设有财会与金融系、教育与管理系、信息与设计系、思政课教学部基础课教学部和教育培训中心，机关设党政办公室、党委组织宣传办公室、党委学生工作部（学生处）、校团委、人事处、教务处、督导办公室、招生就业处,否,否,,财经类,民办,"['计算机应用技术（4G/5G软件开发）', '市场营销', '国际金融', '学前教育', '电子商务', '建筑室内设计', '人力资源管理', '空中乘务', '大数据与会计', '金融科技应用']",,,
北京汇佳职业学院,北京,北京市,昌平区,北京市昌平区创新路20号,北京汇佳职业学院是经北京市人民政府批准、教育部备案，由北京市教育委员会主管，具有国家高等学历教育计划内全国统一招生资格的全日制民办普通高等职业院校。学院坐落于北京中关村科技园区昌平园，北依龙凤山，南邻京密引水渠，西接京藏高速，东连北京最大的城市湿地公园白浮泉湿地公园。依山傍水，风景秀美，交通便捷。学院占地367亩，建筑面积8.42万平方米。,否,否,,综合类,民办,"['人力资源管理', '国际商务', '平面媒体广告设计', '3D设计及打印技术', '动画与游戏制作', '影视后期与数字影视媒体制作', '健康管理', '城市轨道交通通信信号技术（轨道交通信息化）', '城市轨道交通通信信号技术（4G移动应用技术）', '马术运动']",,,
吉利学院,四川,成都市,简阳市,四川省成都市东部新区成简大道二段123号,"吉利学院是经教育部批准独立设置的全日制民办普通本科高校，由世界500强企业吉利控股集团于1999年在北京创建，前身为北京吉利大学。2014年4月30日，经教育部批准升格为本科高校并更名为北京吉利学院。2014年2月26日，习近平总书记视察首都北京，提出了疏解非首都核心功能战略。吉利学院认真贯彻落实习近平总书记2·26讲话精神，努力践行疏解非首都核心功能战略,主动向",否,否,,理工类,民办,"['车辆工程', '汽车服务工程', '机械设计制造及其自动化', '市场营销', '经济与金融', '财务管理', '物流管理', '人力资源管理', '电子商务', '网络与新媒体']", 文科：525.00 理科：429.00 , 文科：501.00 理科：441.00 ,
北京科技职业学院,北京,北京市,昌平区,北京市昌平区沙河沙阳路18号,北京科技职业学院是经北京市人民政府批准、国家教育部备案，具有独立颁发国家承认学历文凭资格的全日制综合性民办普通高等职业院校。学校创建于1997年，建校以来，北京科技职业学院秉承校党委书记周继庭同志所倡导的“育人报国”宗旨，实现了超常规、跨越式发展，取得了学校建设的巨大成就。形成了占地面积达2875亩的林木叠翠、鸟语花香、依山傍水、亭塔相间的昌,否,否,,综合类,民办,"['酒店管理与数字化运营', '计算机应用技术', '计算机网络技术', '护理', '艺术设计（环境空间艺术设计）', '工程造价', '市场营销', '商务英语', '影视多媒体技术', '软件技术']",,, 理科：402.00 
北京培黎职业学院,北京,北京市,海淀区,北京市海淀区双清路1号,北京培黎职业学院是经北京市人民政府批准，国家教育部备案，在原北京培黎职业大学基础上设立，具有独立颁发国家承认学历的市属全日制民办普通高校，开展高等职业教育（专科）。学院设置9个系，29个高职教育专业，在校生2000余人。2017年4月20日，习近平总书记给我院回信：“‘十年树木，百年树人。’北京培黎职业学院以‘手脑并用，创造分析’为校训，心系国家，艰,否,否,,财经类,民办,"['国际经济与贸易', '旅游管理（葡萄酒品酒师方向）', '工程造价', '环境艺术设计', '商务英语（涉外经贸）', '法律事务', '市场营销（出国留学英才班）', '工商企业管理（空港服务与管理）', '工商企业管理（出国留学英才班）', '新闻采编与制作（出国留学英才班）']", 文科：323.00 理科：253.00 , 文科：337.00 理科：259.00 , 文科：313.00 理科：235.00 
首都师范大学科德学院,北京,北京市,大兴区,北京市大兴区榆垡镇榆祥路10号,首都师范大学科德学院(国标代码13629)是经教育部批准实施本科层次学历教育的全日制普通高等学校(独立学院)。学校招生列入全国普通高等学校统一招生计划。学校位于北京市大兴区，主校区占地近500亩，另自有1400余亩实习实践基地。学校已建成数字化校园，拥有设施先进的实验室、图书馆、运动场、剧场、体育馆、实验实训中心，建筑风格独特，校园环境优美。学校成立于2,否,否,,艺术类,民办,"['视觉传达设计', '环境设计', '会展经济与管理(策划与经营)', '艺术设计学(新媒体，展示设计与策划，建筑景观设计)', '播音与主持艺术(新闻节目主持，文艺节目主持，口语传播)', '摄影(图片摄影，影视摄影，无人机航拍)', '电影学(电影导演和制作)', '表演(影视表演)', '航空服务艺术与管理', '学前教育']",,,
北京电子科技职业学院,北京,北京市,朝阳区,北京市大兴区凉水河一街9号,北京电子科技职业学院是北京市人民政府举办的公办独立设置高职院校。学校办学历史可追溯至1958年。1999年曾用名为北京轻工职业技术学院，2004年与北京邮电工业学校合并更为现名。2007年，北京市仪器仪表工业学校、北京二轻工业学校、北京市机械工业学校、北京市汽车工业学校并入北京电子科技职业学院。近年来，学校认真落实全国教育大会和全国职教大会精神，紧紧抓,否,否,,理工类,公办,"['汽车制造与装配技术', '工业机器人技术', '安全技术与管理', '计算机应用技术', '物联网应用技术', '食品质量与安全', '国际商务（物流管理）', '数字媒体艺术设计（互动媒体、数字动画）', '广播影视节目制作', '环境艺术设计']",,,
汉江师范学院,湖北,十堰市,茅箭区,湖北省十堰市茅箭区北京南路18号,汉江师范学院是一所国家举办的全日制省属普通高校，其前身是创立于1904年的湖北郧阳府师范学堂，文脉可追溯到明朝嘉靖年间的郧山书院。1954年建校，1975年开设大专班，1977年为华中师范学院郧阳分院，1978年12月经国务院批准成立郧阳师范专科学校，1993年经原国家教委批准更名为郧阳师范高等专科学校，2016年3月22日国家教育部批准学校升格为本科院校，更名为汉江师范学,否,否,460,师范类,公办,"['学前教育', '商务英语', '计算机应用技术', '电子商务', '美术教育', '音乐教育', '体育教育', '小学教育', '小学教育', '学前教育']", 文科：546.00 理科：474.00 , 文科：522.00 理科：476.00 , 文科：524.00 理科：450.00 
武汉职业技术学院,湖北,武汉市,,"关山校区：湖北省武汉市洪山区关山大道463号,光谷东校区：湖北省鄂州市葛店经济开发区创业大道25号",武汉职业技术学院是国家教育部批准独立设置、湖北省人民政府主办、湖北省教育厅直属的全日制普通高等学校，最早办学历史可以追溯到1972年。学校坐拥“武汉·中国光谷”的中心地利，开创了区域化、国际化、现代化高职办学的成功范例，成为引领荆楚、示范全国的高职教育著名品牌。学校是国家示范性高职院校、国家优质专科高等职业院校、国家“双高计划”高水平专,否,否,,综合类,公办,"['医学生物技术', '纺织品检验与贸易', '电子商务', '服装与服饰设计', '旅游管理', '空中乘务', '建筑装饰工程技术', '电气自动化技术', '应用日语', '商务英语']", 文科：505.00 理科：381.00 , 文科：488.00 理科：416.00 , 文科：491.00 理科：407.00 
武汉商学院,湖北,武汉市,,湖北省武汉市武汉经济技术开发区东风大道816号,武汉商学院是2013年经教育部批准在武汉商业服务学院基础上建立的普通本科院校，是湖北省第一批转型发展试点院校，由武汉市人民政府举办，业务主管部门是湖北省教育厅。学校坐落于武汉经济技术开发区后官湖畔，校园占地面积1026亩，建筑面积32万平方米。学校全日制办学规模一万余人，坚持立足武汉、面向湖北、辐射全国，面向现代服务业，重点培养服务区域经济社会,否,否,,财经类,公办,"['体育经济与管理', '人力资源管理', '物流管理', '电子商务', '经济与金融', '国际商务', '酒店管理', '旅游管理与服务教育', '会展经济与管理', '旅游管理']", 文科：562.00 , 文科：540.00 , 文科：549.00 理科：498.00 
黄冈职业技术学院,湖北,黄冈市,,湖北省黄冈市黄州区南湖桃园街109号,黄冈职业技术学院是1999年经教育部批准组建的一所公立全日制高等职业院校，全国文明单位，国家“双高计划”A类高水平专业群建设学校，国家优质高职院校，国家优秀骨干高职院校，教育部高职高专人才培养工作水平评估优秀院校，全国首批现代学徒制试点高职院校，第六届黄炎培职业教育优秀奖学校，全国职业院校魅力校园；全国“五四红旗团委”单位，全国“高等职业,否,否,,理工类,公办,"['计算机应用技术', '制冷与空调技术', '建筑装饰工程技术', '畜牧兽医', '园林技术', '计算机网络技术（网络运维、网站开发）', '物联网应用技术（人工智能、智能交通、智能管理系统应用与开发方向）', '数字媒体艺术设计（广告设计与制作、UI设计、VR设计与运营）', '动漫制作技术（影视动画、游戏开发）', '护理']", 文科：435.00 理科：302.00 , 文科：407.00 理科：244.00 , 文科：353.00 理科：233.00 
湖北中医药高等专科学校,湖北,荆州市,,湖北省荆州市学苑路87号,--全国第一所中医药高等专科学校--全省唯一独立设置的医药卫生类普通专科学校--国家医师资格考试实践技能考试基地--首批全国职业院校健康服务类示范专业点--首批“全国高校黄大年式教师团队”--全国职业院校信息化数字校园实验校--中医药保健服务国家标准研发及专业人才培训基地--湖北省优质校--湖北省医学领军人才及名医工作室--湖北省乡村医生培训中心--湖北省中医,否,否,,医药类,公办,"['临床医学', '助产', '护理', '药品经营与管理', '针灸推拿', '中医骨伤', '中医学', '口腔医学', '药学', '中药学']", 文科：485.00 理科：291.00 , 文科：464.00 理科：420.00 , 文科：469.00 理科：409.00 
湖北职业技术学院,湖北,孝感市,,湖北省孝感市玉泉路17号,湖北职业技术学院是经国家教育部批准独立设置的全日制普通高等学校，坐落在武汉城市圈副中心、中华孝文化名城——孝感。学校是国家优质专科高等职业院校、国家“双高计划”建设单位、国家示范性高职院校、国家高技能人才培养示范基地、第四届黄炎培职业教育“优秀学校奖”、全国节约型公共机构示范单位、全国高职院校就业工作示范单位、湖北省文明单位(校园)、,否,否,,综合类,公办,"['工商企业管理', '市场营销', '学前教育', '建筑装饰工程技术', '临床医学', '医学影像技术', '药学', '助产', '康复治疗技术', '医学检验技术']", 文科：456.00 理科：268.00 , 文科：431.00 理科：209.00 , 文科：423.00 理科：214.00 
鄂州职业大学,湖北,鄂州市,鄂城区,湖北省鄂州市凤凰路78号,鄂州职业大学是1984年经国家教育部批准独立设置的公办全日制高等职业院校。是国家示范性（骨干）高职院校、全国高职高专人才培养工作水平评估优秀院校、湖北省示范性高职院校、湖北省高等学校毕业生就业工作先进单位、湖北省高技能人才培训基地。学校地处湖北“国际航空都市区”——鄂州，紧邻“九省通衢”的大武汉。这里是蜚声中外的武昌鱼故乡、湖北省第一批,否,否,,综合类,公办,"['建筑工程技术（BIM与装配式施工技术方向）', '工程造价', '建筑设计技术', '工程测量技术', '工程测量技术（无人机测绘技术方向）', '建筑室内设计', '机械设计与制造', '数控技术', '模具设计与制造', '机电一体化技术']", 文科：417.00 理科：269.00 , 文科：385.00 理科：300.00 , 文科：346.00 理科：232.00 
襄阳职业技术学院,湖北,襄阳市,,湖北省襄阳市襄城区隆中路18号,襄阳职业技术学院是经湖北省人民政府批准，教育部备案，于2000年8月组建的一所公办全日制多科性高等职业院校。学院是国家骨干高职院校、国家优质专科高等职业院校、国家“双高计划”立项建设单位、全国文明单位、中国职业教育百强院校，先后被评为国家小型微型企业创业创新示范基地、国家级科技企业孵化器、全国创业孵化示范基地、国家高技能人才培训基地、全国,否,否,,综合类,公办,"['临床医学', '口腔医学', '小学教育（全科教育方向）', '学前教育', '建筑工程技术', '电子商务', '新能源汽车技术', '智能控制技术', '康复治疗技术', '计算机应用技术']", 文科：433.00 理科：331.00 , 文科：361.00 理科：313.00 , 理科：314.00 文科：303.00 
四川邮电职业技术学院,四川,成都市,锦江区,四川省成都市锦江区静康路536号,“中国特色高水平高职学校和专业建设计划”建设单位国家优质高职院校国家骨干高职院校优秀等级单位教育部首批现代学徒制试点学校四川省本科层次职业教育人才培养改革试点中国人民解放军火箭军定向培养士官高校中国人民解放军陆军定向培养士官高校中国人民武装警察部队定向培养士官高校国防教育特色高校国家高等职业院校育人成效50强单位国家高等职业院校社会服,否,否,,理工类,公办,"['计算机网络技术', '软件技术', '移动应用开发', '市场营销', '物联网应用技术', '通信工程设计与监理', '电子信息工程技术', '建筑智能化工程技术', '城市轨道交通通信信号技术', '电信服务与管理']",,,
四川信息职业技术学院,四川,广元市,利州区,"雪峰校区：四川省广元市利州区学府路265号,东坝校区：四川省广元市利州区奔月路307号","四川信息职业技术学院隶属于四川省经济和信息化厅，始建于1976年，是国家高技能人才培训基地、全国“职业院校数字校园建设样板校”、省示范性高职院校、省优质高等职业学校、省高水平高职学校建设单位。学院现有两个校区，占地面积520亩，在校学生10037人，有教职工584人，其中,正高31人，副高107人，专任教师中具有硕士学位占比51.5%，“双师素质”教师占比57.5%。有省",否,否,,理工类,公办,"['数控技术', '工业机器人技术', '应用电子技术', '电子信息工程技术', '物联网应用技术', '软件技术', '计算机网络技术', '动漫制作技术', '旅游管理', '市场营销']",,,
四川司法警官职业学院,四川,德阳市,,四川省德阳市凯江路二段32号,"悠悠旌城，崇德尚阳；勃勃警院，杏坛之光。四川司法警官职业学院始建于1982年，属公办政法类全日制普通高等学校,隶属于四川省司法厅。学院位于成都半小时经济圈、国家高等职业教育综合改革试验区、国家园林城市——四川省德阳市，区位优越，交通便利，环境优美。学院是全国政法干警招录培养体制改革试点院校,省级示范性高等职业院校，“德阳国家高等职业教育综",否,否,,政法类,公办,"['司法警务', '刑事执行', '行政执行', '法律事务', '罪犯心理测量与矫正技术', '刑事侦查技术', '司法信息安全', '社区矫正', '安全防范技术', '智能安防运营管理']",,,
四川水利职业技术学院,四川,成都市,崇州市,"崇州主校区：四川省成都市崇州市永和大道366号,都江堰老校区：四川省成都市都江堰市水校路88号",四川水利职业技术学院创立于1956年，因水而起，依堰而兴。建校以来，学院在水利部的亲切关怀和四川省委省政府的坚强领导下，恪守“禹脉传承，厚德励志”校训，牢记建校使命，坚持为国育才，培养了以清华大学博士生导师王兴奎教授等为代表的近七万名技术骨干和管理中坚力量，为我国，特别是四川水利水电事业发展做出了重要贡献。学院现有占地854.3亩，建有羊马、,否,否,,理工类,公办,"['工程测量技术', '测绘地理信息技术', '地籍测绘与土地管理', '供用电技术', '机电设备运行与维护', '电力系统自动化技术', '建设工程监理', '水利工程', '水利水电工程技术', '水利水电建筑工程']",,,
四川工业科技学院,四川,德阳市,,"罗江校区:四川省德阳市罗江大学路59号,绵竹校区:四川省德阳市绵竹新市经济开发区",四川工业科技学院是一所以工学为主，经济学、管理学、教育学、护理学、艺术学等协调发展的全日制应用型本科高校，现有罗江、绵竹校区，占地面积2245亩。设有智能制造与车辆工程、建筑工程、电子信息与计算机工程、财经、管理、食品、体育、教育、护理、马克思主义、国际、航空、继续教育、创新创业14个二级学院，80余个本、专科专业，在校学生2.3万余人。学校建有,否,否,,综合类,民办,"['酿酒工程', '食品质量与安全', '社会体育指导与管理', '休闲体育', '社会体育', '车辆工程', '机械电子工程', '机电一体化技术', '新能源汽车技术', '财务管理']", 文科：524.00 理科：434.00 , 文科：501.00 理科：437.00 ,
四川交通职业技术学院,四川,成都市,温江区,四川省成都市温江区柳台大道东段208号,四川交通职业技术学院始建于1952年，2001年，经四川省人民政府批准，独立升格为四川交通职业技术学院，隶属于四川省交通运输厅。学校先后5迁校址、6更校名，经历了从普通交通学校到重点中专学校再到国家示范高职院校的发展，是四川交通运输人才培养的“黄埔军校”，为全省交通运输事业发展作出了重大贡献。学院是国家示范性高等职业院校、国家“双高计划”建设单,否,否,,理工类,公办,"['道路与桥梁工程技术（中国特色高水平专业群（A档）专业）', '地下与隧道工程技术（中国特色高水平专业群（A档）专业）', '土木工程检测技术（中国特色高水平专业群（A档）专业）', '铁道工程技术', '汽车检测与维修技术（中外合作办学）', '智能网联汽车技术', '现代物流管理', '交通运营管理', '大数据与会计', '市场营销']", 文科：473.00 理科：313.00 , 文科：466.00 理科：307.00 , 文科：415.00 理科：303.00 
四川机电职业技术学院,四川,攀枝花市,东区,四川省攀枝花市东区马家田路65号,四川机电职业技术学院（攀钢党校）是在原攀枝花钢铁公司冶金工业学校（简称攀钢冶金工业学校）基础上发展起来的川西南滇西北办学规模最大、水平最高的公办高职院校和省内一流的企业党校。1973年，攀钢冶金工业学校建校；1988年，攀钢冶金工业学校与攀钢技工学校合并，之后相继整合攀枝花冶金职工大学、攀矿中专、攀矿技校；2001年，经四川省人民政府批准，成立四,否,否,,理工类,公办,"['数控技术', '模具设计与制造', '机电一体化技术', '电气自动化技术', '电子信息工程技术', '供用电技术', '工业机器人技术', '铁道信号自动控制', '铁道交通运营管理', '工程造价']",,,
四川文理学院,四川,达州市,通川区,"莲湖校区:四川省达州市通川区塔石路中段519号,南坝校区:四川省达州市达川区南滨路三段406号",四川文理学院，位于天府之国四川东部达州市，办学历史可溯及清末龙山书院，1976年开始举办高等教育，时称达县师范学院。1978年经国务院批准为全日制普通高校，相继更名为达县师范专科学校、达县师范高等专科学校。2006年2月经教育部批准升为本科高校，目前是川东地区唯一省管普通本科高校。2016年被确定为“四川省高校整体转型发展试点单位”，2018年被增列为“四川,否,否,484,综合类,公办,"['思想政治教育', '学前教育', '小学教育', '汉语言文学', '英语', '广播电视学', '应用心理学', '计算机科学与技术', '物联网工程', '工程造价']", 文科：546.00 理科：421.00 , 文科：525.00 理科：500.00 , 文科：532.00 理科：482.00 
四川化工职业技术学院,四川,泸州市,,四川省泸州市纳溪区护国大道733号,长江之畔，酒城泸州；化工学府，桃李芬芳。四川化工职业技术学院（原泸州化工专科学校）是经四川省人民政府批准、教育部备案的省属全日制普通高等学校，隶属于四川省经济和信息化厅。学校始建于1953年，2003年独立升格为高职院校，现为全国历史最悠久的化工类高职院校，被誉为“西部化工职教的黄埔军校”“中国化工高技能人才的摇篮”。学校占地1198亩（其中一期,否,否,,理工类,公办,"['应用化工技术', '精细化工技术', '石油化工技术', '环境工程技术', '安全技术与管理', '药品生产技术', '食品生物技术', '药品质量与安全', '市场营销', '电子商务']",,,
四川航天职业技术学院,四川,成都市,,"四川省成都市龙泉驿区天生路155号,三星堆校区:四川省德阳市广汉市新平镇航天大道155号",四川航天职业技术学院是经四川省人民政府批准，教育部备案，面向全国招生的公办全日制普通高等院校，是四川省教育厅、四川省国防科工办、四川航天管理局三方共建的四川省示范性高等职业院校。学院位于以航天科技和汽车工业为支柱产业的国家级成都经济技术开发区龙泉驿，并在古蜀文化名城广汉市建设新校区，形成“一校两区”的办学格局。学院依托航天优势资源,否,否,,理工类,公办,"['机械设计与制造', '数控技术', '模具设计与制造', '机电一体化技术', '汽车电子技术', '电子信息工程技术', '物联网应用技术', '电气自动化技术', '计算机应用技术', '建筑工程技术']", 文科：324.00 ,,
四川工程职业技术学院,四川,德阳市,,四川省德阳市泰山南路二段801号,□中国特色高水平高职学校建设单位□全国“五一劳动奖状”□全国首批（28所）国家示范性高职院校□全国职业教育先进单位□国家级教学成果一等奖获得单位□国家技能人才培育突出贡献奖获得院校□全国普通高校毕业生就业工作50强□国家高技能人才培训基地□全国高校毕业生就业能力培训基地□高职院校服务贡献典型学校□高职院校资源建设优势学校□教师发展指数100,否,否,,理工类,公办,"['航空材料精密成型技术', '理化测试与质检技术', '市场营销', '建筑装饰工程技术', '园林工程技术', '模具设计与制造', '机械制造及自动化', '数控技术', '飞行器数字化制造技术', '材料成型及控制技术']", 文科：426.00 理科：262.00 , 文科：419.00 理科：249.00 , 文科：405.00 理科：226.00 
南充职业技术学院,四川,南充市,,四川省南充市高坪区小龙宏发路94号,"南充职业技术学院是经四川省人民政府批准、国家教育部备案的公办全日制普通高等学校,坐落在嘉陵江中游的川东北中心城市、千年绸都——南充市。南充是共和国开国元帅朱德和首任国家副主席张澜的故里，是四川省第二人口大市、中国优秀旅游城市、国家园林城市、全国清洁能源示范城市、高等教育强市之一，是三国文化和春节文化的发祥地，三国文化、丝绸文化、红色",否,否,,综合类,公办,"['出版商务', '水利水电建筑工程', '建筑设计', '工程造价', '建筑工程技术', '计算机应用技术', '电子信息工程技术', '旅游管理', '电子商务', '市场营销']",,,
四川建筑职业技术学院,四川,德阳市,,"德阳校区：四川省德阳市嘉陵江西路4号,成都校区：四川省成都市青白江大道899号",四川建筑职业技术学院是公办全日制高等院校，隶属于四川省住房和城乡建设厅。学院源起于1956年成立的成都城市建设工程学校，1958年更名为成都建筑工程学校。1963年迁建至四川德阳，1980年更名为四川省建筑工程学校，并被教育部确定为国家级重点中专。1992年被四川省委、省政府命名为省级文明单位，1994年再次被原国家教委确定为国家级重点中专。2001年，经四川省人民政,否,否,,理工类,公办,"['建筑工程技术', '建筑钢结构工程技术', '建设工程监理', '工程地质勘查', '水利水电工程技术', '岩土工程技术', '工程造价', '建设工程管理', '房地产经营与管理', '数控技术']", 理科：354.00 文科：303.00 , 文科：486.00 理科：367.00 , 文科：494.00 理科：355.00 
广安职业技术学院,四川,广安市,广安区,四川省广安市广安区滨江东路98号,小平故里第一高等学府国家高技能人才培训基地四川省示范性高职院校四川省优质高等职业院校四川省高校毕业生就业工作先进单位四川省第一所“部省市共建”全日制普通高等职业院校四川省高水平高等职业学校（建设单位）广安职业技术学院是由广安市人民政府主办，教育部、四川省、广安市共建的全日制公办普通高等学校，学校坐落于我国改革开放总设计师邓小平同志,否,否,,综合类,公办,"['美术教育', '音乐教育', '护理', '药学', '康复治疗技术', '助产', '机电一体化技术', '工业机器人技术', '新能源汽车技术', '城市燃气工程技术']",,,
达州职业技术学院,四川,达州市,通川区,"徐家坝校区:四川省达州市通川区徐家坝路448号,韩家坝校区:四川省达州市通川区韩家坝犀牛大道书山路1号",◆公办全日制普通高校◆四川省省级示范性高等职业院校◆四川省“实施省级卓越医生教育培养计划”单位◆四川省依法治校示范学校◆四川省普通高等学校毕业生就业工作先进单位学院简介达州职业技术学院是2001年经四川省人民政府批准、国家教育部备案，由原达县教育学院、达州卫生学校、达州农业学校、达州农业机械化学校四校合并组建，是四川省首批成立的八所高职,否,否,,综合类,公办,"['护理', '助产', '卫生信息管理', '口腔医学技术', '康复治疗技术', '医学检验技术', '医学影像技术', '药学', '学前教育', '大数据与会计']",,,
雅安职业技术学院,四川,雅安市,雨城区,四川雅安经济开发区学道街659号,雅安职业技术学院座落在被誉为“天府之肺熊猫故乡”、“川西咽喉”、“西藏门户”、“民族走廊”的雅安市，是2002年经四川省人民政府批准，由四川省雅安卫生学校与雅安教育学院合并组建的全日制普通高等学校。学院有着70年的办学底蕴，厚积了丰富的办学资源、办学经验和较强的办学实力，是全国职业院校就业竞争力示范校，省最佳文明单位、省文明校园、省级示范,否,否,,综合类,公办,"['口腔医学', '医学影像技术', '护理', '医学检验技术', '中医学', '中医骨伤', '针灸推拿', '口腔医学技术', '眼视光技术', '康复治疗技术']",,,
